z_mm,z_over_L,W_g,T_C,T_K,X_MeOH,y_CH3OH,y_DME,y_H2O,F_CH3OH_mol_h,F_DME_mol_h,F_H2O_mol_h
137.7500,0.918333,21.60310,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
138.0000,0.920000,21.64231,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
138.2500,0.921667,21.68151,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
138.5000,0.923333,21.72072,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
138.7500,0.925000,21.75993,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
139.0000,0.926667,21.79913,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
139.2500,0.928333,21.83834,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
139.5000,0.930000,21.87755,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
139.7500,0.931667,21.91676,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
140.0000,0.933333,21.95596,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
140.2500,0.935000,21.99517,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
140.5000,0.936667,22.03438,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
140.7500,0.938333,22.07358,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
141.0000,0.940000,22.11279,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
141.2500,0.941667,22.15200,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
141.5000,0.943333,22.19121,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
141.7500,0.945000,22.23041,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
142.0000,0.946667,22.26962,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
142.2500,0.948333,22.30883,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
142.5000,0.950000,22.34803,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
142.7500,0.951667,22.38724,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
143.0000,0.953333,22.42645,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
143.2500,0.955000,22.46565,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
143.5000,0.956667,22.50486,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
143.7500,0.958333,22.54407,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
144.0000,0.960000,22.58328,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
144.2500,0.961667,22.62248,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
144.5000,0.963333,22.66169,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
144.7500,0.965000,22.70090,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
145.0000,0.966667,22.74010,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
145.2500,0.968333,22.77931,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
145.5000,0.970000,22.81852,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
145.7500,0.971667,22.85773,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
146.0000,0.973333,22.89693,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
146.2500,0.975000,22.93614,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
146.5000,0.976667,22.97535,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
146.7500,0.978333,23.01455,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
147.0000,0.980000,23.05376,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
147.2500,0.981667,23.09297,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
147.5000,0.983333,23.13218,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
147.7500,0.985000,23.17138,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
148.0000,0.986667,23.21059,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
148.2500,0.988333,23.24980,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
148.5000,0.990000,23.28900,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
148.7500,0.991667,23.32821,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
149.0000,0.993333,23.36742,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
149.2500,0.995000,23.40662,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
149.5000,0.996667,23.44583,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
149.7500,0.998333,23.48504,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
150.0000,1.000000,23.52425,342.4248,615.5748,0.854131,0.14586910,0.42706545,0.42706545,3.21277752e+00,9.40614750e+00,9.40614750e+00
